Person_Id;Election_Id;Bundesland_Id;Position
3928;2;5;6
3929;2;5;7
3930;1;7;8
3930;2;7;25
3931;2;13;8
3932;2;7;1
3933;2;10;22
3934;2;10;12
3935;2;5;54
3936;2;5;4
3937;2;11;6
3938;2;3;24
3939;2;6;22
3941;1;5;5
3941;2;5;7
3943;2;1;10
3944;1;1;3
3944;2;1;5
3945;2;8;14
3946;2;9;16
3947;1;9;11
3947;2;9;20
3948;2;7;16
3950;2;7;11
3951;2;1;6
3952;2;1;4
3953;2;9;2
3954;2;14;3
3955;2;8;11
3956;1;10;3
3956;2;10;3
3957;2;15;1
3958;1;14;1
3958;2;14;3
3960;2;6;29
3961;2;11;28
3962;2;2;2
3963;2;3;17
3964;1;16;2
3964;2;16;2
3965;2;14;7
3966;2;6;43
3967;2;5;52
3968;1;5;40
3968;2;5;37
3970;2;1;7
3971;2;9;25
3972;2;11;6
3973;2;9;26
3974;2;9;5
3975;2;4;2
3976;2;2;6
3977;1;5;22
3977;2;5;16
3980;2;6;13
3981;2;11;3
3983;1;3;8
3983;2;3;6
3985;2;11;2
3986;1;8;8
3986;2;8;5
3987;2;3;2
3989;2;14;9
3990;2;14;4
3991;2;8;5
3992;2;9;11
3993;2;6;28
3994;2;10;1
3995;2;5;40
3996;2;1;1
3998;2;7;38
3999;1;15;6
3999;2;15;10
4000;1;10;1
4000;2;10;1
4001;2;6;39
4002;1;3;2
4002;2;3;2
4003;2;14;10
4005;2;3;48
4007;1;14;2
4007;2;14;4
4008;1;14;14
4009;2;15;6
4010;2;11;49
4011;2;6;26
4012;2;8;10
4013;2;4;3
4014;2;3;4
4015;2;3;7
4016;1;3;19
4016;2;3;18
4017;2;8;18
4018;2;9;38
4019;2;7;7
4022;1;9;19
4022;2;9;17
4023;2;10;5
4024;2;8;4
4025;2;9;26
4027;2;11;12
4028;2;9;29
4029;1;7;1
4029;2;7;1
4031;2;3;4
4032;2;5;8
4033;2;14;9
4034;2;9;37
4036;2;7;15
4037;2;10;2
4038;2;5;37
4039;1;8;4
4039;2;8;6
4040;2;5;37
4041;1;14;2
4041;2;14;2
4042;1;9;36
4042;2;9;27
4044;2;11;4
4045;2;6;34
4046;2;11;2
4047;1;6;4
4047;2;6;3
4048;2;6;20
4049;2;3;3
4050;2;5;49
4052;2;5;2
4053;2;9;18
4054;1;14;7
4054;2;14;7
4055;2;3;9
4056;2;5;58
4057;1;6;20
4057;2;6;18
4058;2;3;24
4059;2;6;5
4060;2;14;10
4061;2;9;10
4063;2;8;16
4064;2;5;58
4065;2;12;9
4066;2;3;16
4067;2;7;8
4069;1;14;10
4069;2;14;8
4070;1;5;16
4070;2;5;10
4071;1;16;3
4071;2;16;3
4073;2;8;40
4074;1;5;11
4074;2;5;7
4076;2;16;10
4077;2;16;2
4079;1;8;1
4079;2;8;6
4081;2;12;6
4082;2;15;13
4083;1;11;1
4083;2;11;1
4085;2;9;33
4086;1;9;7
4086;2;9;16
4088;2;11;7
4089;2;1;5
4090;2;6;10
4091;1;5;28
4091;2;5;26
4092;2;8;35
4093;2;15;16
4094;1;9;45
4094;2;9;29
4097;1;3;7
4097;2;3;5
4098;2;13;3
4099;1;5;33
4099;2;5;34
4100;2;12;4
4101;2;15;9
4103;2;11;6
4105;1;1;1
4105;2;1;1
4106;2;9;1
4107;2;7;27
4108;2;5;29
4109;2;9;42
4111;2;5;1
4112;2;1;16
4113;2;9;8
4114;1;1;4
4114;2;1;4
4115;1;6;5
4115;2;6;7
4116;2;9;9
4117;2;4;5
4118;2;8;17
4119;2;1;3
4121;2;16;6
4122;2;9;26
4123;2;5;51
4124;2;2;2
4125;2;8;18
4126;2;15;1
4129;2;9;5
4130;1;12;1
4130;2;12;1
4131;1;5;15
4132;2;12;14
4133;1;9;1
4134;2;9;56
4135;1;9;1
4135;2;9;16
4137;2;7;2
4138;1;9;11
4138;2;9;7
4139;2;16;13
4141;2;13;4
4142;2;3;18
4143;2;5;56
4144;2;16;3
4145;2;9;28
4147;2;10;3
4148;2;8;14
4150;2;11;4
4151;2;14;5
4153;2;5;57
4154;2;12;4
4156;1;11;5
4156;2;11;5
4159;1;6;2
4159;2;10;6
4160;2;11;5
4162;2;9;23
4163;2;8;15
4164;2;7;9
4165;2;10;6
4166;2;15;12
4167;2;7;5
4169;1;16;4
4170;2;6;4
4171;2;3;3
4174;2;7;40
4175;2;5;5
4176;2;8;34
4177;2;4;3
4178;2;7;4
4179;2;7;1
4181;1;3;56
4181;2;3;29
4182;2;15;7
4183;1;11;5
4183;2;11;2
4184;2;9;32
4185;2;5;4
4186;2;5;7
4188;1;8;4
4188;2;8;1
4189;2;15;2
4190;2;12;10
4191;2;7;10
4192;2;15;11
4193;2;16;16
4194;2;8;14
4195;1;14;7
4197;2;12;2
4198;2;7;7
4199;2;5;3
4200;2;16;8
4202;1;9;4
4202;2;9;4
4203;1;2;3
4203;2;2;1
4204;2;7;13
4205;2;1;6
4206;2;8;29
4207;2;8;13
4209;2;9;19
4210;2;5;8
4212;2;9;19
4214;2;12;10
4215;2;6;10
4216;2;5;9
4217;2;5;13
4218;2;6;12
4220;2;9;41
4221;1;5;24
4221;2;5;21
4223;2;14;12
4224;2;15;9
4225;2;5;48
4226;2;8;35
4227;1;3;15
4227;2;3;14
4230;2;13;3
4231;1;8;6
4231;2;8;6
4232;2;9;18
4233;2;7;29
4234;2;11;3
4235;1;5;57
4235;2;5;62
4236;2;7;12
4237;2;12;7
4238;2;7;15
4240;1;14;10
4240;2;14;11
4241;2;1;14
4244;2;9;16
4245;2;9;42
4246;2;3;10
4248;2;7;13
4249;2;7;21
4252;2;7;14
4253;1;14;5
4254;1;7;3
4254;2;7;2
4255;2;11;5
4256;2;6;7
4257;2;9;1
4258;2;6;11
4259;2;16;10
4260;2;8;33
4261;2;3;56
4262;2;14;7
4264;2;13;2
4265;2;9;4
4266;2;5;8
4267;2;5;40
4268;1;8;20
4268;2;8;18
4269;1;5;1
4269;2;5;1
4270;2;3;21
4271;2;6;21
4272;2;8;23
4273;2;15;3
4274;2;9;49
4277;1;8;28
4279;2;6;9
4280;2;4;4
4281;2;12;4
4282;1;8;4
4282;2;8;4
4284;2;2;1
4285;2;15;8
4286;2;16;10
4287;2;6;11
4288;2;6;9
4289;2;5;33
4290;2;16;1
4291;2;5;13
4292;2;5;25
4293;2;12;12
4294;1;8;15
4294;2;8;11
4295;2;7;30
4297;1;9;3
4297;2;9;1
4298;2;13;1
4299;2;1;11
4300;2;8;42
4301;1;16;3
4301;2;16;5
4302;2;9;24
4304;2;6;36
4306;2;2;6
4307;2;11;14
4308;1;6;16
4308;2;6;15
4309;1;1;3
4309;2;1;3
4310;2;7;10
4314;2;7;11
4316;1;5;21
4316;2;5;6
4317;2;11;6
4318;2;2;10
4319;2;7;4
4320;2;9;40
4322;2;9;8
4323;2;3;50
4324;1;8;32
4324;2;8;26
4325;2;9;4
4327;2;5;14
4329;2;5;39
4330;2;5;10
4331;2;8;12
4332;1;6;1
4333;1;7;2
4333;2;7;1
4334;2;8;29
4335;2;6;30
4336;2;9;20
4337;2;14;11
4338;2;5;12
4339;2;5;3
4340;2;7;22
4341;2;5;10
4342;2;8;1
4343;2;5;4
4345;2;9;8
4346;2;12;6
4348;1;5;20
4348;2;5;18
4349;2;7;5
4350;2;15;11
4351;2;12;5
4353;2;8;51
4354;2;13;9
4355;2;9;7
4356;2;16;3
4357;1;5;5
4357;2;5;8
4358;2;8;27
4359;2;8;16
4360;1;1;9
4360;2;1;9
4363;2;8;22
4364;2;12;1
4365;1;8;5
4365;2;8;3
4366;1;15;1
4366;2;15;2
4367;1;14;15
4367;2;14;16
4370;1;3;36
4370;2;3;29
4371;2;15;7
4372;2;5;5
4373;2;5;36
4374;2;9;47
4375;2;3;20
4376;1;1;3
4376;2;2;1
4377;1;14;8
4377;2;14;6
4378;2;7;20
4379;2;9;36
4381;2;6;5
4382;2;5;1
4383;2;10;9
4384;2;5;12
4385;2;14;9
4388;2;9;19
4389;1;14;3
4389;2;14;5
4390;1;14;3
4390;2;14;3
4391;2;7;26
4393;2;5;48
4395;1;12;2
4395;2;12;3
4396;2;5;8
4397;2;6;14
4398;2;9;33
4404;2;14;3
4406;2;8;11
4407;2;16;7
4408;2;9;3
4409;2;9;28
4410;2;9;18
4411;2;4;1
4412;2;7;27
4413;2;3;39
4414;1;11;1
4414;2;11;1
4415;2;5;48
4416;2;1;4
4417;2;9;21
4418;1;12;2
4418;2;12;2
4419;1;9;13
4419;2;9;14
4420;1;9;6
4420;2;9;6
4421;2;12;5
4423;1;11;6
4423;2;11;6
4424;2;9;28
4426;2;9;24
4427;2;16;9
4428;2;6;17
4430;2;16;11
4431;2;6;15
4433;2;5;4
4434;2;11;9
4435;2;13;10
4436;2;3;3
4437;1;14;5
4437;2;14;7
4438;2;5;2
4439;2;9;25
4440;2;9;4
4442;1;5;50
4442;2;5;41
4443;2;11;33
4444;2;9;40
4445;2;8;14
4446;1;10;4
4446;2;12;5
4447;2;9;23
4449;2;5;15
4450;1;9;1
4450;2;9;1
4451;1;6;3
4451;2;6;4
9581;1;9;50
9582;1;5;30
9583;1;7;10
9585;1;7;31
9586;1;9;43
9587;1;3;11
9588;1;5;15
9589;1;9;13
9591;1;6;38
9592;1;13;1
9593;1;7;3
9594;1;9;33
9595;1;9;4
9597;1;2;1
9598;1;5;29
9601;1;9;14
9603;1;6;3
9604;1;10;7
9605;1;1;22
9606;1;6;8
9607;1;7;21
9608;1;10;5
9609;1;9;13
9610;1;6;10
9611;1;9;15
9613;1;16;9
9614;1;5;7
9615;1;13;5
9618;1;6;42
9620;1;12;3
9621;1;8;5
9622;1;5;21
9623;1;10;7
9624;1;9;12
9628;1;4;2
9629;1;6;24
9630;1;6;17
9631;1;11;4
9632;1;2;2
9633;1;4;1
9634;1;15;3
9635;1;6;8
9637;1;12;3
9638;1;7;6
9642;1;4;3
9643;1;14;7
9644;1;5;30
9645;1;9;25
9646;1;5;72
9647;1;4;1
9648;1;2;7
9649;1;1;6
9650;1;10;29
9651;1;15;2
9652;1;2;3
9653;1;13;1
9654;1;2;3
9655;1;6;37
9656;1;6;39
9657;1;9;8
9658;1;9;4
9659;1;9;53
9660;1;8;3
9661;1;11;3
9662;1;11;4
9664;1;9;9
9666;1;6;8
9669;1;7;5
9671;1;7;39
9672;1;7;28
9673;1;5;66
9674;1;3;42
9675;1;9;54
9676;1;7;36
9677;1;3;32
9678;1;6;17
9679;1;12;1
9681;1;4;5
9682;1;3;2
9683;1;12;3
9684;1;14;6
9685;1;8;8
9686;1;10;4
9687;1;8;26
9688;1;3;32
9689;1;11;5
9690;1;3;28
9692;1;8;28
9693;1;9;9
9695;1;9;17
9696;1;5;17
9697;1;9;63
9701;1;9;13
9702;1;5;27
9703;1;15;1
9705;1;9;19
9706;1;7;6
9707;1;8;9
9708;1;9;16
9711;1;3;2
9712;1;5;27
9713;1;2;4
9714;1;6;35
9715;1;9;27
9716;1;12;9
9718;1;16;8
9721;1;13;8
9722;1;14;6
9723;1;3;39
9724;1;2;2
9726;1;7;16
9727;1;8;29
9728;1;1;2
9729;1;8;19
9730;1;11;1
9732;1;6;5
9733;1;5;23
9734;1;7;10
9735;1;2;11
9739;1;7;26
9740;1;13;5
9742;1;6;18
9745;1;4;3
9748;1;6;15
9750;1;5;17
9751;1;3;9
9752;1;5;41
9753;1;5;2
9758;1;1;4
9761;1;10;8
9762;1;6;34
9765;1;8;8
9766;1;3;28
9767;1;8;1
9773;1;7;25
9774;1;3;2
9776;1;14;6
9779;1;9;9
9780;1;6;6
9781;1;9;14
9782;1;5;6
9785;1;5;3
9786;1;5;1
9787;1;5;10
9790;1;3;10
9791;1;9;47
9792;1;3;2
9793;1;5;4
9794;1;11;11
9795;1;11;9
9796;1;9;45
9798;1;9;16
9799;1;6;4
9801;1;11;10
9803;1;5;11
9804;1;7;38
9806;1;3;22
9807;1;1;18
9808;1;4;5
9809;1;9;10
9810;1;12;10
9813;1;3;25
9814;1;2;2
9816;1;3;31
9817;1;9;23
9819;1;5;10
9820;1;3;9
9822;1;3;6
9823;1;9;5
9824;1;9;12
9825;1;9;20
9826;1;8;32
9827;1;10;6
9830;1;4;4
9831;1;7;29
9832;1;5;22
9835;1;4;5
9836;1;6;13
9837;1;13;2
9838;1;5;27
9839;1;8;3
9841;1;11;8
9842;1;10;2
9844;1;9;13
9845;1;11;2
9846;1;4;4
9847;1;3;41
9848;1;7;24
9849;1;6;28
9850;1;3;22
9851;1;5;3
9852;1;3;7
9853;1;3;43
9854;1;8;38
9855;1;3;3
9856;1;11;3
9857;1;10;28
9859;1;5;3
9860;1;9;22
9861;1;16;5
9864;1;9;12
9865;1;8;4
9866;1;11;1
9868;1;5;19
9869;1;8;17
9871;1;7;3
9875;1;9;17
9876;1;2;6
9878;1;5;4
9879;1;11;10
9880;1;11;11
9881;1;10;1
9882;1;8;6
9883;1;5;17
9884;1;6;18
9885;1;5;60
9886;1;15;3
9887;1;8;39
9889;1;12;3
9890;1;12;4
9891;1;9;30
9892;1;4;2
9894;1;5;54
9895;1;9;8
9896;1;8;4
9897;1;10;4
9898;1;3;14
9899;1;3;41
9901;1;3;1
9903;1;7;33
9906;1;9;57
9907;1;3;37
9908;1;5;15
9909;1;8;23
9912;1;10;18
9914;1;8;22
9915;1;3;60
9916;1;1;20
9918;1;9;13
9922;1;6;10
9925;1;8;3
9926;1;6;27
9927;1;5;56
9929;1;3;23
9931;1;3;3
9932;1;11;4
9934;1;8;26
9936;1;11;10
9937;1;11;12
9939;1;9;14
9940;1;2;4
9941;1;9;44
9942;1;10;22
9943;1;14;5
9944;1;5;32
9948;1;9;11
9950;1;9;6
9951;1;9;13
9952;1;15;6
9953;1;15;6
9954;1;6;4
9955;1;1;22
9956;1;7;27
9957;1;9;19
9958;1;4;3
9959;1;9;15
9961;1;5;8
9962;1;5;11
9963;1;9;14
9964;1;5;16
9965;1;3;1
9966;1;6;5
9967;1;12;5
9970;1;9;16
9971;1;8;16
9973;1;5;5
9974;1;5;40
9976;1;14;3
9978;1;7;19
9980;1;3;39
9981;1;9;15
9982;1;14;9
9984;1;5;9
9985;1;16;1
9986;1;16;4
9987;1;7;4
9988;1;5;14
9989;1;8;7
9990;1;4;2
9991;1;14;10
9992;1;5;38
9994;1;7;30
9995;1;11;6
9996;1;1;15
9997;1;9;17
9998;1;15;1
9999;1;9;7
10001;1;8;10
10002;1;8;30
10003;1;9;30
10006;1;6;45
10007;1;7;30
10009;1;10;6
10010;1;9;27
10011;1;12;1
10012;1;10;3
10013;1;8;9
10014;1;5;34
10015;1;15;2
10017;1;3;23
10018;1;7;5
10021;1;9;16
10022;1;5;3
10023;1;5;46
10025;1;3;1
10026;1;10;19
10027;1;9;4
10028;1;1;6
10029;1;4;4
10030;1;12;8
10031;1;9;6
10032;1;9;8
10033;1;5;11
10034;1;13;5
10035;1;7;7
10036;1;9;25
10037;1;5;30
10039;1;15;5
10040;1;3;17
10041;1;2;1
10042;1;1;11
10043;1;10;3
10044;1;16;7
10045;1;13;4
10046;1;12;6
10048;1;14;6
10050;1;5;4
10053;1;9;18
10054;1;6;41
10055;1;9;21
10056;1;7;4
10058;1;9;24
10059;1;5;3
10060;1;5;24
10062;1;8;1
10063;1;8;18
10064;1;6;29
10065;1;5;2
10066;1;5;6
10068;1;3;10
10069;1;16;4
10070;1;5;7
10071;1;9;6
10072;1;3;10
10073;1;2;8
10074;1;5;59
10075;1;8;34
10076;1;8;31
10077;1;7;17
10080;1;5;6
10081;1;3;6
10082;1;16;2
10083;1;3;27
10084;1;3;29
10085;1;3;55
10086;1;5;17
10088;1;6;2
10089;1;6;21
10090;1;8;59
10091;1;16;11
10092;1;9;17
10094;1;16;4
10095;1;7;18
10098;1;6;7
10099;1;9;45
10100;1;9;18
10101;1;7;24
10103;1;5;37
10104;1;15;5
10105;1;7;11
10106;1;8;33
10107;1;9;9
10108;1;15;9
10109;1;1;10
10111;1;3;13
10112;1;5;12
10114;1;8;9
10115;1;9;18
10117;1;9;16
10118;1;5;41
10120;1;7;15
10122;1;5;19
10124;1;6;41
10126;1;10;30
10127;1;3;11
10128;1;9;7
10129;1;8;58
10130;1;9;54
10131;1;5;37
10132;1;3;14
10133;1;16;12
10134;1;3;5
10135;1;6;40
10136;1;5;2
10137;1;9;19
10138;1;9;3
10139;1;6;7
10140;1;9;1
10141;1;15;5
10142;1;5;5
10143;1;5;16
10145;1;4;1
10148;1;5;1
10149;1;13;2
10150;1;16;13
10151;1;11;16
10152;1;1;24
10153;1;9;3
10154;1;4;4
10155;1;6;7
10156;1;8;13
10157;1;3;20
10158;1;6;9
10161;1;7;4
10162;1;7;2
10163;1;11;5
10165;1;6;16
10166;1;6;1
10167;1;11;5
10168;1;9;8
10169;1;12;4
10170;1;7;27
10171;1;5;8
10172;1;13;3
10173;1;9;48
10174;1;2;3
10175;1;2;3
10176;1;6;7
10177;1;5;6
10178;1;16;12
10179;1;9;20
10180;1;7;17
10181;1;3;9
10182;1;5;13
10183;1;3;13
10184;1;3;4
10185;1;5;59
10186;1;3;3
10188;1;14;6
10190;1;9;3
10191;1;2;8
10193;1;8;26
10194;1;8;10
10196;1;9;1
10197;1;16;1
10198;1;15;9
10199;1;5;1
10204;1;7;20
10205;1;8;7
10206;1;11;7
10207;1;12;5
10209;1;15;10
10211;1;7;10
10212;1;13;6
10214;1;6;13
10215;1;9;8
10217;1;8;15
10218;1;3;18
10219;1;8;2
10220;1;7;9
10221;1;12;14
10223;1;11;3
10224;1;15;9
10225;1;14;1
10226;1;10;25
10228;1;3;48
10229;1;9;10
10230;1;7;8
10232;1;9;13
10233;1;9;62
10234;1;5;3
10235;1;10;32
10236;1;13;7
10237;1;3;19
10238;1;2;1
10239;1;5;23
10240;1;16;5
10241;1;9;21
10243;1;5;65
10244;1;6;9
10245;1;9;42
10246;1;11;9
10247;1;8;2
10248;1;8;6
10249;1;13;8
10251;1;2;7
10252;1;9;22
10255;1;11;17
10256;1;8;41
10257;1;9;20
10258;1;5;6
10259;1;15;2
10260;1;9;4
10261;1;14;2
10262;1;5;21
10263;1;6;15
10264;1;12;11
10265;1;9;37
10266;1;8;37
10267;1;9;23
10268;1;8;42
10269;1;14;5
10270;1;8;9
10271;1;1;6
10272;1;9;3
10274;1;13;5
10276;1;3;10
10277;1;8;2
10278;1;12;3
10280;1;7;17
10281;1;9;32
10282;1;11;2
10283;1;1;3
10284;1;6;3
10285;1;2;8
10288;1;12;2
10289;1;11;1
10292;1;5;6
10293;1;6;21
10294;1;7;9
10295;1;8;9
10296;1;9;46
10297;1;9;34
10298;1;3;7
10299;1;6;17
10300;1;8;10
10301;1;5;3
10304;1;5;19
10305;1;5;8
10306;1;13;8
10307;1;9;26
10308;1;1;17
10309;1;1;16
10310;1;1;2
10312;1;5;5
10313;1;9;23
10315;1;1;3
10316;1;6;8
10317;1;9;19
10318;1;5;1
10320;1;6;44
10323;1;7;18
10324;1;5;12
10326;1;8;14
10327;1;12;15
10329;1;7;1
10331;1;6;11
10332;1;9;28
10333;1;15;4
10334;1;12;5
10335;1;8;5
10336;1;8;17
10337;1;12;2
10338;1;9;47
10340;1;3;22
10341;1;9;20
10342;1;5;3
10343;1;3;31
10346;1;5;3
10347;1;1;26
10348;1;7;15
10349;1;10;8
10351;1;8;1
10352;1;7;1
10353;1;3;18
10354;1;7;6
10355;1;16;5
10356;1;5;28
10357;1;9;34
10360;1;5;61
10361;1;12;8
10362;1;8;35
10363;1;6;31
10365;1;8;34
10367;1;10;6
10368;1;5;3
10369;1;10;13
10371;1;6;20
10372;1;7;35
10373;1;6;31
10374;1;8;7
10375;1;8;6
10376;1;6;4
10378;1;9;6
10381;1;5;31
10382;1;10;26
10384;1;6;33
10385;1;7;6
10386;1;8;24
10388;1;9;3
10391;1;15;1
10392;1;5;2
10393;1;2;5
10394;1;15;9
10395;1;9;24
10396;1;9;44
10398;1;9;5
10399;1;12;4
10400;1;16;5
10402;1;7;1
10403;1;1;12
10404;1;3;1
10406;1;1;4
10408;1;9;16
10409;1;6;1
10410;1;16;5
10411;1;8;10
10412;1;7;1
10413;1;5;3
10414;1;11;7
10416;1;5;21
10417;1;3;29
10418;1;9;9
10419;1;10;1
10420;1;5;26
10421;1;7;1
10422;1;5;4
10423;1;5;12
10425;1;15;1
10427;1;7;3
10428;1;6;9
10429;1;10;3
10430;1;12;7
10431;1;8;4
10433;1;9;2
10434;1;16;6
10436;1;9;11
10438;1;9;10
10439;1;16;3
10440;1;9;21
10441;1;3;44
10444;1;8;1
10445;1;3;38
10446;1;3;5
10447;1;5;7
10448;1;9;5
10449;1;5;64
10450;1;2;3
10453;1;5;16
10454;1;6;24
10455;1;6;7
10456;1;6;15
10457;1;5;36
10458;1;9;14
10459;1;5;4
10460;1;14;8
10461;1;9;5
10462;1;11;13
10464;1;9;5
10465;1;9;8
10468;1;5;22
10470;1;14;12
10471;1;5;25
10472;1;9;40
10473;1;6;5
10474;1;9;10
10475;1;9;10
10476;1;16;11
10477;1;9;8
10478;1;9;25
10479;1;9;26
10480;1;16;6
10481;1;8;23
10482;1;10;4
10485;1;3;5
10487;1;9;42
10488;1;11;7
10489;1;3;4
10491;1;6;34
10493;1;5;25
10494;1;14;9
10497;1;16;7
10499;1;5;39
10500;1;8;8
10502;1;11;5
10503;1;2;9
10504;1;8;32
10505;1;11;2
10506;1;16;2
10507;1;3;45
10508;1;5;11
10511;1;14;11
10512;1;7;16
10513;1;15;5
10514;1;5;27
10516;1;3;51
